,dataset,random_seed,f1_micro,f1_macro,accuracy,classification_report
186,sum_pmd_merged.pkl,46,0.9119359534206696,0.8460147729640863,0.9119359534206696,"              precision    recall  f1-score   support

           0       0.98      0.87      0.92       300
           1       0.50      0.86      0.63        44

    accuracy                           0.87       344
   macro avg       0.74      0.87      0.78       344
weighted avg       0.92      0.87      0.89       344
"
187,avg_pmd_merged.pkl,46,0.8697234352256187,0.7916762310529859,0.8697234352256187,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.45      0.89      0.60        44

    accuracy                           0.85       344
   macro avg       0.71      0.86      0.75       344
weighted avg       0.91      0.85      0.87       344
"
188,metrics_pmd_merged.pkl,47,0.9286754002911208,0.8697882216420076,0.9286754002911208,"              precision    recall  f1-score   support

           0       0.96      0.89      0.93       300
           1       0.52      0.77      0.62        44

    accuracy                           0.88       344
   macro avg       0.74      0.83      0.77       344
weighted avg       0.91      0.88      0.89       344
"
189,whole_pmd_merged.pkl,47,0.8704512372634643,0.7925443120436471,0.8704512372634643,"              precision    recall  f1-score   support

           0       0.98      0.84      0.90       300
           1       0.45      0.89      0.60        44

    accuracy                           0.85       344
   macro avg       0.71      0.86      0.75       344
weighted avg       0.91      0.85      0.87       344
"
190,sum_pmd_merged.pkl,47,0.9032023289665211,0.8340379272859041,0.9032023289665211,"              precision    recall  f1-score   support

           0       0.98      0.87      0.92       300
           1       0.50      0.91      0.65        44

    accuracy                           0.87       344
   macro avg       0.74      0.89      0.78       344
weighted avg       0.92      0.87      0.89       344
"
191,avg_pmd_merged.pkl,47,0.87117903930131,0.7934145241317094,0.87117903930131,"              precision    recall  f1-score   support

           0       0.98      0.82      0.90       300
           1       0.43      0.91      0.58        44

    accuracy                           0.83       344
   macro avg       0.71      0.87      0.74       344
weighted avg       0.91      0.83      0.86       344
"
192,metrics_pmd_merged.pkl,48,0.9250363901018923,0.8638733786376949,0.9250363901018923,"              precision    recall  f1-score   support

           0       0.96      0.89      0.93       300
           1       0.51      0.77      0.61        44

    accuracy                           0.88       344
   macro avg       0.74      0.83      0.77       344
weighted avg       0.91      0.88      0.89       344
"
193,whole_pmd_merged.pkl,48,0.858806404657933,0.778901791639018,0.858806404657933,"              precision    recall  f1-score   support

           0       0.98      0.85      0.91       300
           1       0.46      0.89      0.60        44

    accuracy                           0.85       344
   macro avg       0.72      0.87      0.76       344
weighted avg       0.91      0.85      0.87       344
"
194,sum_pmd_merged.pkl,48,0.8988355167394468,0.828205970055275,0.8988355167394468,"              precision    recall  f1-score   support

           0       0.97      0.87      0.92       300
           1       0.49      0.84      0.62        44

    accuracy                           0.87       344
   macro avg       0.73      0.86      0.77       344
weighted avg       0.91      0.87      0.88       344
"
195,avg_pmd_merged.pkl,48,0.8522561863173217,0.7714479095565587,0.8522561863173217,"              precision    recall  f1-score   support

           0       0.97      0.85      0.91       300
           1       0.45      0.84      0.59        44

    accuracy                           0.85       344
   macro avg       0.71      0.85      0.75       344
weighted avg       0.91      0.85      0.87       344
"
196,metrics_pmd_merged.pkl,49,0.9381368267831149,0.884782829593223,0.9381368267831149,"              precision    recall  f1-score   support

           0       0.97      0.90      0.93       300
           1       0.54      0.82      0.65        44

    accuracy                           0.89       344
   macro avg       0.75      0.86      0.79       344
weighted avg       0.92      0.89      0.90       344
"
197,whole_pmd_merged.pkl,49,0.8770014556040757,0.8004545942810493,0.8770014556040757,"              precision    recall  f1-score   support

           0       0.98      0.82      0.89       300
           1       0.43      0.91      0.58        44

    accuracy                           0.83       344
   macro avg       0.70      0.86      0.74       344
weighted avg       0.91      0.83      0.85       344
"
198,sum_pmd_merged.pkl,49,0.9032023289665211,0.8340379272859041,0.9032023289665211,"              precision    recall  f1-score   support

           0       0.97      0.86      0.91       300
           1       0.46      0.82      0.59        44

    accuracy                           0.85       344
   macro avg       0.72      0.84      0.75       344
weighted avg       0.90      0.85      0.87       344
"
199,avg_pmd_merged.pkl,49,0.8770014556040757,0.8004545942810493,0.8770014556040757,"              precision    recall  f1-score   support

           0       0.97      0.82      0.89       300
           1       0.41      0.84      0.55        44

    accuracy                           0.83       344
   macro avg       0.69      0.83      0.72       344
weighted avg       0.90      0.83      0.85       344
"
200,metrics_pmd_merged.pkl,50,0.9366812227074236,0.8820718373483576,0.9366812227074236,"              precision    recall  f1-score   support

           0       0.97      0.91      0.94       300
           1       0.57      0.84      0.68        44

    accuracy                           0.90       344
   macro avg       0.77      0.87      0.81       344
weighted avg       0.92      0.90      0.91       344
"
201,whole_pmd_merged.pkl,50,0.8573508005822417,0.7772321945570353,0.8573508005822417,"              precision    recall  f1-score   support

           0       0.99      0.86      0.92       300
           1       0.50      0.95      0.66        44

    accuracy                           0.87       344
   macro avg       0.75      0.91      0.79       344
weighted avg       0.93      0.87      0.89       344
"
202,sum_pmd_merged.pkl,50,0.9213973799126638,0.8594948358727886,0.9213973799126638,"              precision    recall  f1-score   support

           0       0.99      0.93      0.96       300
           1       0.65      0.91      0.75        44

    accuracy                           0.92       344
   macro avg       0.82      0.92      0.86       344
weighted avg       0.94      0.92      0.93       344
"
203,avg_pmd_merged.pkl,50,0.8624454148471615,0.7831097079715864,0.8624454148471615,"              precision    recall  f1-score   support

           0       1.00      0.87      0.93       300
           1       0.52      0.98      0.68        44

    accuracy                           0.88       344
   macro avg       0.76      0.92      0.80       344
weighted avg       0.94      0.88      0.89       344
"
